rate_name,class,quality,bathroom,bedding,capacity,club,bedrooms,balcony,view,floor
Guest Room with King Bed Room Only,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite - Beach Front - Sea view Suite - Beach Front - Sea view sea,suite,,private bathroom,,,not club,,no balcony,beachfront,
Executive King Room With City View non-smoking,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,city view,
Apartment 2 Bedrooms - Burj Khalifa View Half Board,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,burj-khalifa view,
Superior Superior Room with One King Bed,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Ocean View Pool Villa King,villa,,private bathroom,,,not club,,no balcony,ocean view,
One Bedroom Over Water Villa Non-smoking,villa,,private bathroom,,,not club,1 bedroom,no balcony,,
Quadruple QUADRUPLE STANDARD ROOM,room,standard,private bathroom,,quadruple,not club,,no balcony,,
Triple Deluxe Room,room,deluxe,private bathroom,,triple,not club,,no balcony,,
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
Two Bedroom Apartment TWO BEDROOM APARTMENT - CITY VIEW City,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,city view,
Suite - Grand De Luxe Suite - Grand De Luxe,suite,deluxe,private bathroom,,,not club,,no balcony,,
Premier Room Twin City View (2 Twin Beds),room,premier,private bathroom,twin/twin-or-double,double,not club,,no balcony,city view,
Deluxe Pool Access Seaview,room,deluxe,private bathroom,,,not club,,no balcony,sea view,
JUMEIRAH SEA VIEW SUITE WITH BEACH VW KING BED FLOORS 1 4 TWO PRIVATED FURNISHED Room Only,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Two Bedroom Premier Apartmen,room,premier,private bathroom,,,not club,2 bedrooms,no balcony,,
"Standard Double or Twin Room, Lake View, 3 Twin Beds Lake",room,standard,private bathroom,,triple,not club,,no balcony,lake view,
Hideaway Two-bedroom Pool Villa,villa,,private bathroom,,,not club,2 bedrooms,no balcony,,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
"Comfort room with 1 double bed (without window, attic) double  in block",room,comfort,shared bathroom,double/double-or-twin,double,not club,,no balcony,,attic floor
Studio comfort room double,studio,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Executive Club Room Marina View Double Breakfast,room,executive,private bathroom,double/double-or-twin,double,club,,no balcony,harbour view,
"One Bedroom Patio Apartment One Bedroom Apartment With Kitchen/ Patio, 1 King Bed",apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Palm Manor House Grand Suite,suite,grand,private bathroom,,,not club,,no balcony,,
Single Economy One single bed,room,economy,private bathroom,single bed,single,not club,,no balcony,,
Family Interconnecting Room Family Interconnecting Room Room Only (1 Double 1 Twin),room,standard,private bathroom,multiple,double,not club,,no balcony,,
Superior Triple Room (3 Twin Beds),room,superior,private bathroom,,triple,not club,,no balcony,,
Classic Queen Room,room,classic,private bathroom,double/double-or-twin,double,not club,,no balcony,,
DOUBLE ROOM WITH BALCONY,room,standard,private bathroom,double/double-or-twin,double,not club,,balcony,,
"Guest room, 2 Twin",room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
1 King Bed Premium Hearing Accessible Double room King bed - Premium - Hearing Accessible (1 Double),room,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard standard Twin Room with French Balcony City View NRF City,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,city view,
Double room Family Breakfast,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"2 Single Beds, Non-Smoking, Superior Room, Safe, Work Desk, Air-Conditioned",room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
seafront suite sea view double,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,sea front,
One Bedroom Apartment (1 Double or 1 Twin),apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Studio junior suite room with 1 double bed,junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe Suite Deluxe Partial Bosphorus Suite-,suite,deluxe,private bathroom,,,not club,,no balcony,,
Triple room - Superior Triple room - Superior,room,superior,private bathroom,,triple,not club,,no balcony,,
Superior DOUBLE SUPERIOR WITH TERRACE,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Apartments dbl Double bed,apartment,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Premier Premier      Seaview Sea,room,premier,private bathroom,,,not club,,no balcony,sea view,
Suite FARMSTAY SUITE,suite,,private bathroom,,,not club,,no balcony,,
Economy family room double  in block,room,economy,shared bathroom,double/double-or-twin,double,not club,,no balcony,,
Economy double room non smart,room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Single economy room twin single Economic Room only,room,economy,private bathroom,twin/twin-or-double,single,not club,,no balcony,,
"Executive Executive Studio, 1 King Bed",studio,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Comfort Room, 1 King Bed, Balcony, Pool View (with Sofabed) (1 King Bed)",room,comfort,private bathroom,double/double-or-twin,double,not club,,balcony,pool view,
Suite - Beach Front - Sea view Suite - Beach Front - Sea view sea,suite,,private bathroom,,,not club,,no balcony,beachfront,
JUMEIRAH SEA VIEW SUITE WITH BEACH VW KING BED FLOORS 1 4 TWO PRIVATED FURNISHED Room Only,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
"Club Club Room, 1 Twin Bed",room,standard,private bathroom,single bed,single,club,,no balcony,,
Apartment with 1 bedroom and a separate kitchen double,apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
"Deluxe Room, Sea View (1 King Bed)",room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Superior Twin Superior,room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Taj Club Terrace Room Taj Club Terrace Room QUADRANT,room,standard,private bathroom,,quadruple,club,,no balcony,,
One Bedroom Apartment (1 Double or 1 Twin),apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Standard economy room with 2 twin beds twin (Annex Building),room,economy,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Apartment, 1 bedroom, pet friendly (2 Twin Beds and 1 Double Sofa Bed)",apartment,,private bathroom,twin/twin-or-double,double,not club,1 bedroom,no balcony,,
King Diplomat Suite King Diplomatic Suite,suite,,private bathroom,,,not club,,no balcony,,
Double room - Side Sea View Double room - Side Sea View sea,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,partial-sea view,
Junior suite Room with Balcony double,junior-suite,,private bathroom,double/double-or-twin,double,not club,,balcony,,
Comfort family room twin,room,comfort,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Grand Deluxe GRAND DELTA SUITE,suite,deluxe,private bathroom,,,not club,,no balcony,,
Suite 3 bedrooms Suite 3 bedrooms,suite,,private bathroom,,,not club,3 bedrooms,no balcony,,
Entertainment Suite with Cable TV & Games Two Queen Beds Private Bathroom 4 Persons Not Including Child,suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Premier Balcony Double (For 2 adults, 0 children and 0 infants)",room,premier,private bathroom,double/double-or-twin,double,not club,,balcony,,
ONE BEDROOM SUITE (1 Double or 1 Twin),suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Family Room Three Bedroom Half Board,room,standard,private bathroom,,,not club,3 bedrooms,no balcony,,
Standard Superior bay view,room,superior,private bathroom,,,not club,,no balcony,bay view,
Two Bedroom Grand Suite with Sea or Marina View non-smoking,suite,grand,private bathroom,,,not club,2 bedrooms,no balcony,harbour view,
Villa OCEAN POOL VILLA,villa,,private bathroom,,,not club,,no balcony,,
Panorama Sea View Room,room,standard,private bathroom,,,not club,,no balcony,sea view,
Executive One Bedroom,room,executive,private bathroom,,,not club,1 bedroom,no balcony,,
Standard Standard Twin,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Deluxe Pool Access Seaview,room,deluxe,private bathroom,,,not club,,no balcony,sea view,
Family Suite FAMILY SUITE,suite,,private bathroom,,,not club,,no balcony,,
Studio comfort room double,studio,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views,Room Only (1 Double)",suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Executive Executive Room With Queen Bed,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Tourist Double bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe Pool Access Seaview,room,deluxe,private bathroom,,,not club,,no balcony,sea view,
Two Bedroom Villa Two Bedrooms Sunset Villa,villa,,private bathroom,,,not club,2 bedrooms,no balcony,sunset view,
Standard City View Room - Twin Beds City,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,city view,
Comfort family room twin,room,comfort,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Classic One-Bedroom with Soluna Beach Club access,room,classic,private bathroom,,,club,1 bedroom,no balcony,,
Premier Quadruple Room (2 Double Beds),room,premier,private bathroom,,quadruple,not club,,no balcony,,
One Bedroom Apartment (1 Double or 1 Twin),apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Kremlin Suite Double or Twice Double,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Ocean Deluxe Balcony (Double) Breakfast,room,deluxe,private bathroom,double/double-or-twin,double,not club,,balcony,,
Suite With 2 Single Beds 2 adults & 1 child Breakfast,suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Economy room with 2 twins twin (Annex Building),room,economy,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Superior Triple Room (3 Twin Beds),room,superior,private bathroom,,triple,not club,,no balcony,,
Palm Manor House Grand Suite,suite,grand,private bathroom,,,not club,,no balcony,,
"Corner Junior Suite, 1 Bedroom Junior Suite, 1 King, Sofa bed, Corner room",junior-suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Queen Room with Sea View (2 Twin Beds),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,sea view,
JUMEIRAH SEA VIEW SUITE WITH BEACH VW KING BED FLOORS 1 4 TWO PRIVATED FURNISHED Room Only,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Triple Studio Land View(3 Twin Beds),studio,,private bathroom,,triple,not club,,no balcony,land view,
"Studio, Terrace, Partial Sea View (Select - Split Level) (2 Twin Beds)",studio,,private bathroom,twin/twin-or-double,double,not club,,no balcony,partial-sea view,
Classic Double Room Only,room,classic,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Premium PREMIUM EXPLORER KING,room,premium,private bathroom,,,not club,,no balcony,,
Quadruple QUADRUPLE STANDARD ROOM,room,standard,private bathroom,,quadruple,not club,,no balcony,,
Executive King Room With City View non-smoking,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,city view,
Single room Single room,room,standard,private bathroom,,single,not club,,no balcony,,
Deluxe Suite Deluxe Partial Bosphorus Suite-,suite,deluxe,private bathroom,,,not club,,no balcony,,
ONE BEDROOM SUITE (1 Double or 1 Twin),suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Large Twin Room Twin Large Room (1 Twin),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
One Bedroom Apartment Apartment 1 bedroom,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
"Skyline Room, Burj Khalifa View",room,standard,private bathroom,,,not club,,no balcony,burj-khalifa view,
Double Connecting Garden View (2+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,garden view,
Standard City View Room - Twin Beds City,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,city view,
Tourist Double bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Ocean Deluxe Balcony (Double) Breakfast,room,deluxe,private bathroom,double/double-or-twin,double,not club,,balcony,,
Duplex (Suite) (1 King Bed),suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,duplex floor
Superior Double or Twin SUPERIOR,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Corner Junior Suite, 1 Bedroom Junior Suite, 1 King, Sofa bed, Corner room",junior-suite,,private bathroom,,double,not club,1 bedroom,no balcony,,
"Comfort room with 1 double bed (without window, attic) double  in block",room,comfort,shared bathroom,double/double-or-twin,double,not club,,no balcony,,attic floor
Grand Premier Suite,suite,premier,private bathroom,,,not club,,no balcony,,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
Kremlin Suite double,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Two Bedroom Villa Two Bedrooms Sunset Villa,villa,,private bathroom,,,not club,2 bedrooms,no balcony,sunset view,
Economy family room double  in block,room,economy,shared bathroom,double/double-or-twin,double,not club,,no balcony,,
Guest Room -Twin Bed Room Only,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Deluxe Room (1 Double Bed),room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Premium Duplex, 2 Bedrooms (3 Adults + 2 Children) (2 Double Beds and 1 Double Sofa Bed)",room,premium,private bathroom,twin/twin-or-double,quadruple,not club,2 bedrooms,no balcony,,duplex floor
Standard double room Compact double,room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Vinayaka Memorandum Suite With 3 Twin Beds 1 Double Bed,suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Classic Twin/Double room - Classic,room,classic,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
Palm Manor House Grand Suite,suite,grand,private bathroom,,,not club,,no balcony,,
Superior Superior Room with One King Bed,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Studio junior suite room with 1 double bed,junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite Basic Rate without breakfast,suite,,private bathroom,,,not club,,no balcony,,
Two Bedroom Apartment TWO BEDROOM APARTMENT - CITY VIEW City,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,city view,
Deluxe DELUXE POOL VIEW Pool,room,deluxe,private bathroom,,,not club,,no balcony,pool view,
Executive King,room,executive,private bathroom,,,not club,,no balcony,,
Standard Double or Twin Room,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Triple standard,room,standard,private bathroom,,triple,not club,,no balcony,,
One Bedroom Apartment (1 Double or 1 Twin),apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
"1 Queen Bed, Non-Smoking, Superior Room, Work Desk (1 Double)",room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Single Fairmont Heritage Room,room,standard,private bathroom,,single,not club,,no balcony,,
Junior JUNIOR.,room,standard,private bathroom,,,not club,,no balcony,,
Apartments dbl Double bed,apartment,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Corner Junior Suite, 1 Bedroom Junior Suite, 1 King, Sofa bed, Corner room",junior-suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Family Suite Family Pool Suite Garden View Garden,suite,,private bathroom,,,not club,,no balcony,garden view,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Room CLUB SEA VIEW Breakfast,room,standard,private bathroom,,,not club,,no balcony,sea view,
Garden House,cottage,,private bathroom,,,not club,,no balcony,,
Triple room - Superior Triple room - Superior,room,superior,private bathroom,,triple,not club,,no balcony,,
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
Superior Double or Twin SUPERIOR,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Executive Executive Double,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Sea Front View Room with Balcony - King Bed Breakfast,room,standard,private bathroom,double/double-or-twin,double,not club,,balcony,sea front,
Studio junior suite room with 1 double bed,junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Large Twin Room Twin Large Room (1 Twin),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Double Interconnecting Side Sea View (3+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,partial-sea view,
Suite - Bomonti Suite - Bomonti,suite,,private bathroom,,,not club,,no balcony,,
One Bedroom Apartment Apartments by 1 Double Bed,apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Premier Quadruple Room (2 Double Beds),room,premier,private bathroom,,quadruple,not club,,no balcony,,
High Floor Spacious Room with Queen Bed High Floor Spacious Room with Queen Bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
DELUXE SUITE SEA VIEW,suite,deluxe,private bathroom,,,not club,,no balcony,sea view,
Triple Studio Land View (3 Twin Beds),studio,,private bathroom,,triple,not club,,no balcony,land view,
Executive Club Room Marina View Double Breakfast,room,executive,private bathroom,double/double-or-twin,double,club,,no balcony,harbour view,
"Guest room, 2 Twin",room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
Executive Executive Double,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Economy room with 2 twin beds (without window) twin,room,economy,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Standard Twin Room, 2 Single Beds, Non Smoking, 1 Bedroom",room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Deluxe Room, Sea View (Connecting): King Bed Breakfast",room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
"Apartment, 1 bedroom, pet friendly (2 Twin Beds and 1 Double Sofa Bed)",apartment,,private bathroom,twin/twin-or-double,double,not club,1 bedroom,no balcony,,
Premium PREMIUM EXPLORER KING,room,premium,private bathroom,,,not club,,no balcony,,
Family Suite Family Pool Suite Garden View Garden,suite,,private bathroom,,,not club,,no balcony,garden view,
Suite - Family - Balcony Suite - Family - Balcony,suite,,private bathroom,,,not club,,balcony,,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Studio Studio grand,studio,grand,private bathroom,,,not club,,no balcony,,
Panoramic Park View Studios Suite,suite,,private bathroom,,,not club,,no balcony,park view,
Deluxe Double or Twin Room (1 Queen Bed),room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Comfort family room double,room,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
guest room with 1 double bed double,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Phang Nga Pool Room,room,standard,private bathroom,,,not club,,no balcony,,
Garden House,cottage,,private bathroom,,,not club,,no balcony,,
Palm Manor House Grand Suite,suite,grand,private bathroom,,,not club,,no balcony,,
Double Interconnecting Side Sea View (3+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,partial-sea view,
Classic One-Bedroom with Soluna Beach Club access,room,classic,private bathroom,,,club,1 bedroom,no balcony,,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
"Skyline Room, Burj Khalifa View",room,standard,private bathroom,,,not club,,no balcony,burj-khalifa view,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
Grand Suite With Terrace,suite,grand,private bathroom,,,not club,,no balcony,,
Tourist Double bed,room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"2 Single Beds, Non-Smoking, Superior Room, Safe, Work Desk, Air Conditioned",room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Superior Triple Room (3 Twin Beds),room,superior,private bathroom,,triple,not club,,no balcony,,
Premium Quad,room,premium,private bathroom,,quadruple,not club,,no balcony,,
Suite - King bed - Sofa bed Suite - King bed - Sofa bed,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard Double Room Only,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite 1 bedroom - Grand Suite 1 bedroom - Grand,suite,grand,private bathroom,,,not club,1 bedroom,no balcony,,
Kremlin Suite double,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Grand Premier Suite,suite,premier,private bathroom,,,not club,,no balcony,,
Deluxe Lagoon View Room Room Only,room,deluxe,private bathroom,,,not club,,no balcony,bay view,
Triple room Breakfast,room,standard,private bathroom,,triple,not club,,no balcony,,
One Bedroom Gulf Suite,suite,,private bathroom,,,not club,1 bedroom,no balcony,,
Economy room with 2 twin beds (without window) twin,room,economy,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
High Floor Spacious Room with King Bed High Floor Spacious Room with King Bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Executive One Bedroom,room,executive,private bathroom,,,not club,1 bedroom,no balcony,,
DELUXE SUITE SEA VIEW,suite,deluxe,private bathroom,,,not club,,no balcony,sea view,
Quadruple QUADRUPLE STANDARD ROOM,room,standard,private bathroom,,quadruple,not club,,no balcony,,
Superior Grey Room,room,superior,private bathroom,,,not club,,no balcony,,
Junior JUNIOR.,room,standard,private bathroom,,,not club,,no balcony,,
Two Bedroom Standard Ocean 2 Bedroom,room,standard,private bathroom,,,not club,2 bedrooms,no balcony,,
"Deluxe Sea View, Guest room, 1 King, Balcony Deluxe Room, 1 King Bed, Balcony, Sea View (1 Double)",room,deluxe,private bathroom,double/double-or-twin,double,not club,,balcony,sea view,
"Guest room, 2 Twin",room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Double Interconnecting Side Sea View (3+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,partial-sea view,
"Standard Room, 1 Queen Bed (1 Queen Bed)",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Taj Club Room Twin Bed,room,standard,private bathroom,twin/twin-or-double,double,club,,no balcony,,
Deluxe DELUXE POOL VIEW Pool,room,deluxe,private bathroom,,,not club,,no balcony,pool view,
One Bedroom Gulf Suite,suite,,private bathroom,,,not club,1 bedroom,no balcony,,
Shanghai Deluxe Room,room,deluxe,private bathroom,,,not club,,no balcony,,
Grand Premier Suite,suite,premier,private bathroom,,,not club,,no balcony,,
Superior King Room Superior King Room,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Executive One Bedroom,room,executive,private bathroom,,,not club,1 bedroom,no balcony,,
Garden House,cottage,,private bathroom,,,not club,,no balcony,,
Two Bedroom Apartment TWO BEDROOM APARTMENT - CITY VIEW City,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,city view,
"Premium Duplex, 2 Bedroom, Balcony, Sea View, High Floor (2 Adults + 2 Children) (2 Double Beds and 1 Double Sofa Bed)",room,premium,private bathroom,twin/twin-or-double,quadruple,not club,2 bedrooms,balcony,sea view,duplex floor
Duplex (Suite) (1 King Bed),suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,duplex floor
Junior suite Room with Balcony double,junior-suite,,private bathroom,double/double-or-twin,double,not club,,balcony,,
vineyard suites 1 king patio claim vineyard suit 1 king patio,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Enclave Junior Suite,junior-suite,,private bathroom,,,not club,,no balcony,,
King Diplomat Suite King Diplomat Suite,suite,,private bathroom,,,not club,,no balcony,,
3br family suite seaview Half Board,suite,,private bathroom,,,not club,,no balcony,sea view,
July 4th Package Room Only,room,standard,private bathroom,,,not club,,no balcony,,
Studio junior suite cmjr studio,junior-suite,,private bathroom,,,not club,,no balcony,,
Triple Triple Standard Room,room,standard,private bathroom,,triple,not club,,no balcony,,
"Executive Room, 2 Twin Beds (2 Twin Bars)",room,executive,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
2 Bedroom Skyline Club Suite 2BR SKYLINE CLUB SUITE (Half Board) (1 Double or 1 Twin),suite,,private bathroom,double/double-or-twin,,club,2 bedrooms,no balcony,,
Standard room with double bed and balcony double (Main Building),room,standard,private bathroom,double/double-or-twin,double,not club,,balcony,,
dormBed in a dormitory room with 4 bunk beds (facilities out of the room)   in block,dorm,,shared bathroom,,,not club,,no balcony,,
le royal club room double Breakfast,room,royal,private bathroom,double/double-or-twin,double,club,,no balcony,,
Deluxe DELUXE POOL VIEW Pool,room,deluxe,private bathroom,,,not club,,no balcony,pool view,
Taj Club Room TAJ CLUB ROOM - BED BREAKFAST,room,standard,private bathroom,,,club,,no balcony,,
Studio junior suite room with 1 double bed,junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Superior Superior Room With One King Bed,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Supreme Room, Lateral Sea View, Terrace (2 Twin Beds)",room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,partial-sea view,
Kremlin Suite double,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
One Bedroom Apartment (1 Double or 1 Twin),apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
"Classic Room, Garden View (1 Double Bed)",room,classic,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
"Double Room, Sea View (1 Queen Bed)",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
"Premier Premium Room, 1 King Bed",room,premier,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard cottage with 1 double bed,cottage,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Grand Deluxe GRAND DUELENE EXECUTIVE SEA VIEW,room,deluxe,private bathroom,,,not club,,no balcony,sea view,
Suite FARM STREET SUITE FARM STREAM,suite,,private bathroom,,,not club,,no balcony,,
king deluxe room with skyline sea view Breakfast,room,deluxe,private bathroom,,,not club,,no balcony,sea view,
Vilòn Junior Suite,junior-suite,,private bathroom,,,not club,,no balcony,,
4 TWIN BEDS 4 TWIN BEDS --- RESIDENCE PRICE APPLY,room,standard,private bathroom,,quadruple,not club,,no balcony,,
Deluxe Twin Basic rate with breakfast,room,deluxe,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Ocean View Pool Villa King,villa,,private bathroom,,,not club,,no balcony,ocean view,
"Deluxe Suite, Lanai, Sea View",suite,deluxe,private bathroom,,,not club,,no balcony,sea view,
Economy Double Room non-smoking,room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Leaning Tower Room,room,standard,private bathroom,,,not club,,no balcony,,
Premium Single Room (1 Large Twin Bed),room,premium,private bathroom,,single,not club,,no balcony,,
Suite - Bomonti Suite - Bomonti,suite,,private bathroom,,,not club,,no balcony,,
Palm Manor House Grand Suite,suite,grand,private bathroom,,,not club,,no balcony,,
Standard double or twin room double (Main Building),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Metro View Room, 1 Queen Bed",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Kremlin Suite double,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Twin/Double room All Inclusive,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Family Interconnecting Room Family Interconnecting Room Room Only (1 Double 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
