rate_name,class,quality,bathroom,bedding,capacity,club,bedrooms,balcony,view,floor
Deluxe Pool Access Seaview,room,deluxe,private bathroom,,,not club,,no balcony,sea view,
"Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views,Room Only (1 Double)",suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Double room Family Breakfast,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Premier Executive Room,room,premier,private bathroom,,,not club,,no balcony,,
Kremlin Suite double,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite FARMSTAY SUITE,suite,,private bathroom,,,not club,,no balcony,,
Ocean Deluxe Balcony (Double) Breakfast,room,deluxe,private bathroom,double/double-or-twin,double,not club,,balcony,,
Tourist Double bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard Superior bay view,room,superior,private bathroom,,,not club,,no balcony,bay view,
Studio comfort room double,studio,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Loft 1 bedroom - King bed - Inspired Living - Balcony Loft 1 bedroom - King bed - Inspired Living - Balcony,apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,balcony,,
Quadruple QUADRUPLE STANDARD ROOM,room,standard,private bathroom,,quadruple,not club,,no balcony,,
"Deluxe Room, Sea View (Connecting) (4 Twin Beds)",room,deluxe,private bathroom,,quadruple,not club,,no balcony,sea view,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
Canal Suite,suite,,private bathroom,,,not club,,no balcony,,
Duplex Suite PANWA DUPLEX LAGOON SUITE,suite,,private bathroom,,,not club,,no balcony,,duplex floor
Triple Triple Standard Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Deluxe King Studio - Black and White Basic rate without breakfast,studio,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
KING TWO BEDROOM APARTMENT Half Board,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,,
Double Room - With Breakfast Deluxe Sea View-Bed & Breakfast-Refundable Rate and Extra bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
"Standard Double or Twin Room, Lake View, 3 Twin Beds Lake",room,standard,private bathroom,,triple,not club,,no balcony,lake view,
Deluxe DELUXE POOL VIEW Pool,room,deluxe,private bathroom,,,not club,,no balcony,pool view,
Junior Suite Junior Suite room,junior-suite,,private bathroom,,,not club,,no balcony,,
Superior double Standard rate RO,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Apartment, 1 Bedroom (Select 2 Adults + 1 Child) (2 Twin Beds and 1 Double Sofa Bed)",apartment,,private bathroom,twin/twin-or-double,double,not club,1 bedroom,no balcony,,
Family Room Three Bedroom Half Board,room,standard,private bathroom,,,not club,3 bedrooms,no balcony,,
Executive Executive Double,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe Terrace Garden Access King,room,deluxe,private bathroom,,,not club,,no balcony,,
Two Bedroom Premium Apartment City View City,apartment,premium,private bathroom,,,not club,2 bedrooms,no balcony,city view,
One Bedroom Lagoon Pointe Sunset One Bedroom,room,standard,private bathroom,,,not club,1 bedroom,no balcony,sunset view,
Quadruple QUADRUPLE STANDARD ROOM,room,standard,private bathroom,,quadruple,not club,,no balcony,,
Studio deluxe,studio,deluxe,private bathroom,,,not club,,no balcony,,
Suite with Finnish steam room and large swimming pool Basic Rate with breakfast (payment at the hotel),suite,,private bathroom,,,not club,,no balcony,,
"Premier Balcony Double (For 2 adults, 0 children and 0 infants)",room,premier,private bathroom,double/double-or-twin,double,not club,,balcony,,
Presidential Suite : Bed and Breakfast for 2,suite,presidential,private bathroom,,,not club,,no balcony,,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Suite double or twin room double,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Classic One-Bedroom with Soluna Beach Club access,room,classic,private bathroom,,,club,1 bedroom,no balcony,,
TRYP One-Bedroom Suite with Soluna Beach Club access,suite,,private bathroom,,,club,1 bedroom,no balcony,,
1 Bedroom Apartment with balcony,apartment,,private bathroom,,,not club,1 bedroom,balcony,,
Suite - Diplomatic Suite - Diplomatic,suite,,private bathroom,,,not club,,no balcony,,
Twin/Double room All Inclusive,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Premium Premium King room with Marina View Marina,room,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,harbour view,
"Exclusive Room, 2 Twin Beds (2 Twin Beds)",room,executive,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Deluxe Double or Twin Room (1 King Bed),room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard triple room (attic) double,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,attic floor
Panoramic Park View Studio Suite,suite,,private bathroom,,,not club,,no balcony,park view,
"Supreme Room, Lateral Sea View, Terrace (2 Twin Beds)",room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,partial-sea view,
PREMIUM QUAD ROOM,room,premium,private bathroom,,quadruple,not club,,no balcony,,
Superior DOUBLE SUPERIOR WITH TERRACE,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Double room Family Breakfast,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Kremlin Suite double,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
One Bedroom Gulf Suite,suite,,private bathroom,,,not club,1 bedroom,no balcony,,
Executive One Bedroom,room,executive,private bathroom,,,not club,1 bedroom,no balcony,,
Family Interconnecting Room Family Interconnecting Room Room Only (1 Double 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Ocean View Pool Villa,villa,,private bathroom,,,not club,,no balcony,ocean view,
Apartments dbl Double bed,apartment,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Studio deluxe,studio,deluxe,private bathroom,,,not club,,no balcony,,
"Comfort room with 1 double bed (without window, attic) double  in block",room,comfort,shared bathroom,double/double-or-twin,double,not club,,no balcony,,attic floor
Standard economy room with 1 double bed double (Main Building),room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe Suite Deluxe Partial Bosphorus Suite-,suite,deluxe,private bathroom,,,not club,,no balcony,,
Suite - Grand De Luxe Suite - Grand De Luxe,suite,deluxe,private bathroom,,,not club,,no balcony,,
Studio deluxe,studio,deluxe,private bathroom,,,not club,,no balcony,,
"Premium Duplex, 2 Bedrooms (3 Adults + 2 Children) (2 Double Beds and 1 Double Sofa Bed)",room,premium,private bathroom,twin/twin-or-double,quadruple,not club,2 bedrooms,no balcony,,duplex floor
Grand Premier Suite,suite,premier,private bathroom,,,not club,,no balcony,,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Sea Front View Room With Balcony - Twin Bed Half Board,room,standard,private bathroom,twin/twin-or-double,double,not club,,balcony,sea front,
Standard City View Room - Twin Beds City,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,city view,
"Single Room, Smoking (1 Twin Bed)",room,standard,private bathroom,single bed,single,not club,,no balcony,,
king junior suite smoking,junior-suite,,private bathroom,,,not club,,no balcony,,
Double room King bed - Aloft - Sea view Double room King bed - Aloft - Sea view sea,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Executive Club Room Marina View Double Breakfast,room,executive,private bathroom,double/double-or-twin,double,club,,no balcony,harbour view,
Superior Triple Room (Three Twin Beds),room,superior,private bathroom,,triple,not club,,no balcony,,
Triple standard,room,standard,private bathroom,,triple,not club,,no balcony,,
Classic One-Bedroom with Soluna Beach Club access,room,classic,private bathroom,,,club,1 bedroom,no balcony,,
"1 Queen Bed, Non-Smoking, Superior Room, Work Desk (1 Double)",room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite premium room with 1 double bed (attic) double,suite,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,,attic floor
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
One Bedroom Over Water Villa Non-smoking,villa,,private bathroom,,,not club,1 bedroom,no balcony,,
King Diplomat Suite King Diplomat Suite,suite,,private bathroom,,,not club,,no balcony,,
"Metro View Room, 1 Queen Bed",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard Long Straight Mission Statement Room,room,standard,private bathroom,,,not club,,no balcony,,
Suite Basic Rate without breakfast,suite,,private bathroom,,,not club,,no balcony,,
dormBed in a dormitory room with 4 bunk beds (facilities out of the bedroom)   in block,dorm,,shared bathroom,,,not club,,no balcony,,
"Single Room, Smoking (1 Twin Bed)",room,standard,private bathroom,single bed,single,not club,,no balcony,,
Standard Double or Twin Room,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe DELUXE ROOM.,room,deluxe,private bathroom,,,not club,,no balcony,,
Club Suite Clubina Suita Clube,suite,,private bathroom,,,club,,no balcony,,
Large Twin Room Twin Large Room (1 Twin),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Junior JUNIOR.,room,standard,private bathroom,,,not club,,no balcony,,
Traditional Double Room (2 Twin Beds),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite - King bed - Sofa bed Suite - King bed - Sofa bed,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Kremlin Suite double,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Starter Studio suit,studio,,private bathroom,,,not club,,no balcony,,
Spacious One Bedroom Apartment non-smoking,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
Family Family Connecting Room,room,standard,private bathroom,,,not club,,no balcony,,
"Corner Junior Suite, 1 Bedroom Senior Suite, 1 King, Sofa bed, Corner room",junior-suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
"Premium Duplex, 2 Bedrooms (3 Adults + 2 Children) (2 Double Beds and 1 Double Sofa Bed)",room,premium,private bathroom,twin/twin-or-double,quadruple,not club,2 bedrooms,no balcony,,duplex floor
Suite FARMSTAY SUITE,suite,,private bathroom,,,not club,,no balcony,,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Room CLUB SEA VIEW Breakfast,room,standard,private bathroom,,,not club,,no balcony,sea view,
Double Interconnecting Side Sea View (3+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,partial-sea view,
Villa Villa,villa,,private bathroom,,,not club,,no balcony,,
Canal Suite,suite,,private bathroom,,,not club,,no balcony,,
Executive Triple Room (3 Twin Beds),room,executive,private bathroom,,triple,not club,,no balcony,,
Two Bedroom Grand Suite with Sea or Marina View non-smoking,suite,grand,private bathroom,,,not club,2 bedrooms,no balcony,harbour view,
"One Bedroom Patio Apartment One Bedroom Apartment With Kitchen/ Patio, 1 King Bed",apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
"Deluxe Double or Twin Room, Sea View (1 King Bed)",room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Standard double room Compact double,room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Premier Quadruple Room (2 Double Beds),room,premier,private bathroom,,quadruple,not club,,no balcony,,
Park View Studio Suite,suite,,private bathroom,,,not club,,no balcony,park view,
Superior Twin Superior,room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Economy Single Room (No View),room,economy,private bathroom,,single,not club,,no balcony,,
Triple Triple Standard Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Sea Front View Room with Balcony - Queen bed - Coastal View Breakfast,room,standard,private bathroom,double/double-or-twin,double,not club,,balcony,sea front,
Executive One Bedroom,room,executive,private bathroom,,,not club,1 bedroom,no balcony,,
"Suite-1 King Bed, Smoking Room, Sofabed, Flat Screen Television, Sitting Area, Wi-Fi, Air Transportation, Private Pool",suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
1 Person in 6-Bed Dormitory - Mixed (1 Twin Bed),dorm,,shared bathroom,,,not club,,no balcony,,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Standard economy room with 1 double bed double,room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Metro View Room, 1 Queen Bed",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Big,room,standard,private bathroom,,,not club,,no balcony,,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Comfort family room twin,room,comfort,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Grand Duplex (Landmark),room,grand,private bathroom,,,not club,,no balcony,,duplex floor
Classic Twin/Double room - Classic,room,classic,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe Lagoon View Room Room Only,room,deluxe,private bathroom,,,not club,,no balcony,bay view,
Ocean View Pool Villa King,villa,,private bathroom,,,not club,,no balcony,ocean view,
Single room - Fairmont - Skyline Single room - Fairmont - Skyline,room,standard,private bathroom,,single,not club,,no balcony,,
4 BEDROOM SUITE -  SUPERIOR Breakfast,suite,,private bathroom,,,not club,4 bedrooms,no balcony,,
2 Bedroom Skyline Club Suite 2BR SKYLINE CLUB SUITE (Half Board) (1 Double or 1 Twin),suite,,private bathroom,double/double-or-twin,,club,2 bedrooms,no balcony,,
Suite - Bomonti Suite - Bomanton,suite,,private bathroom,,,not club,,no balcony,,
Twin/Double room All Inclusive,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe King Studio - Black and White Basic rate without breakfast,studio,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Junior suite Room with Balcony double,junior-suite,,private bathroom,double/double-or-twin,double,not club,,balcony,,
Standard family room double,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Ocean Deluxe Balcony (Double) Breakfast,room,deluxe,private bathroom,double/double-or-twin,double,not club,,balcony,,
Comfort Double/ Twin Basic Rate with breakfast,room,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Premium Villa, 1 Prince Hall Villa, 1 King Bed (Adults Only)",villa,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,,
One Bedroom Apartment Apartment 1 bedroom,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
Apartments dbl Double bed,apartment,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard economy room with 2 twin beds twin (Annex Building),room,economy,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Triple Triple Standard Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Superior Room With Queen Bed And Double Sofa Bed Superior Room With Queen Bed And Double Sofa Bed,room,superior,private bathroom,,double,not club,,no balcony,,
Executive King,room,executive,private bathroom,,,not club,,no balcony,,
Grand Premier Suite,suite,premier,private bathroom,,,not club,,no balcony,,
Villa OCEAN POOL VILLA,villa,,private bathroom,,,not club,,no balcony,,
JUMEIRAH SEA VIEW SUITE WITH BEACH VW KING BED FLOORS 1 4 TWO PRIVATED FURNISHED Room Only,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
"Supreme Room, Lateral Sea View, Terrace (2 Twin Beds)",room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,partial-sea view,
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
Two Bedroom Family Suite Two Bedroom Family Suite Breakfast,suite,,private bathroom,,,not club,2 bedrooms,no balcony,,
Tourist Double bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Presidential Suite : Bed and Breakfast for 2,suite,presidential,private bathroom,,,not club,,no balcony,,
Two Bedroom Grand Suite with Sea or Marina View non-smoking,suite,grand,private bathroom,,,not club,2 bedrooms,no balcony,harbour view,
Family Room Three Bedroom Half Board,room,standard,private bathroom,,,not club,3 bedrooms,no balcony,,
Standard Standard Twin Room with French Balcony City View NRF City,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,city view,
One Bedroom Patio Apartment One bedroom Apartments patio,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
Deluxe Double King Breakfast,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Double room - Side Sea View Half Board,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,partial-sea view,
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
"Suite, 1 Bedroom, Terrace",suite,,private bathroom,,,not club,1 bedroom,no balcony,,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Superior Room With Queen Bed And Double Sofa Bed Superior Room With Queen Bed And Double Sofa Bed,room,superior,private bathroom,,double,not club,,no balcony,,
KING TWO BEDROOM APARTMENT Half Board,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,,
Grand Suite With Terrace,suite,grand,private bathroom,,,not club,,no balcony,,
"Deluxe Penthouse (1 Queen Bed, 2 Twin Beds and 1 Twin Sofa Bed)",room,deluxe,private bathroom,,double,not club,,no balcony,,penthouse floor
Executive Room (Golden Horn Vw),room,executive,private bathroom,,,not club,,no balcony,,
8 Bunk Pods Bunk Pods Bunk Pods,capsule,,private bathroom,,,not club,,no balcony,,
Triple Triple Studio Land View (3 Twin Beds),studio,,private bathroom,,triple,not club,,no balcony,land view,
"Club Club Room, 1 Twin Bed",room,standard,private bathroom,single bed,single,club,,no balcony,,
Family Family Connecting Room,room,standard,private bathroom,,,not club,,no balcony,,
Two Bedroom Premier Apartmen,room,premier,private bathroom,,,not club,2 bedrooms,no balcony,,
JUMEIRAH SEA VIEW SUITE WITH BEACH VW KING BED FLOORS 1 4 TWO PRIVATED FURNISHED Room Only,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Studio superior,studio,superior,private bathroom,,,not club,,no balcony,,
Come see me! Double room King bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Deluxe Double or Twin Room, 1 Bedroom (1 Double Bed)",room,deluxe,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Premium Single Room (1 Large Twin Bed),room,premium,private bathroom,,single,not club,,no balcony,,
Suite - Family - Balcony Suite - Family - Balcony,suite,,private bathroom,,,not club,,balcony,,
Decoration Type: Basic Package (2 Twin Beds),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Double room King bed - Smoking Double room King bed - Smoking,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Suite-1 King Bed, Smoking Room, Sofabed, Flat Screen Television, Sitting Area, Wi-Fi, Air-Conditioned",suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Family Room Three Bedroom Half Board,room,standard,private bathroom,,,not club,3 bedrooms,no balcony,,
Duplex (Suite) (1 King Bed),suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,duplex floor
Taj Club Room Twin Bed,room,standard,private bathroom,twin/twin-or-double,double,club,,no balcony,,
1 Person in 6-Bed Dormitory - Mixed (1 Twin Bed),dorm,,shared bathroom,,,not club,,no balcony,,
"Standard Room, 1 Queen Bed (1 Queen Bed)",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Executive Executive Double,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
superior room attic double,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,attic floor
Garden Garden Deluxe Room,room,deluxe,private bathroom,,,not club,,no balcony,,
Queen Room with Sea View (2 Twin Beds),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,sea view,
Apartment 2 Bedrooms - Burj Khalifa View Half Board,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,burj-khalifa view,
One Bedroom Over Water Villa Non-smoking,villa,,private bathroom,,,not club,1 bedroom,no balcony,,
TRYP One-Bedroom Suite with Soluna Beach Club access,suite,,private bathroom,,,club,1 bedroom,no balcony,,
Economy family room double  in block,room,economy,shared bathroom,double/double-or-twin,double,not club,,no balcony,,
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
Standard double or twin room double (Main Building),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Two Bedroom Apartment City View,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,city view,
"Corner Junior Suite, 1 Bedroom Junior Suite, 1 King, Sofa bed, Corner room",junior-suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Deluxe Triple Room Single bed(1 Amount) Double(1 Amound),room,deluxe,private bathroom,multiple,single,not club,,no balcony,,
Premium Quad,room,premium,private bathroom,,quadruple,not club,,no balcony,,
Standard Twin standard,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Economy family room double  in block,room,economy,shared bathroom,double/double-or-twin,double,not club,,no balcony,,
Twin/Double room - Hill Side - Sea view Twin/Double room - Hill Side - Sea view sea,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Superior Queen Room,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite FARMSTAY SUITE,suite,,private bathroom,,,not club,,no balcony,,
Deluxe Deluxe Jacuzzi,room,deluxe,private bathroom,,,not club,,no balcony,,
Two Bedroom Premier Apartmen,room,premier,private bathroom,,,not club,2 bedrooms,no balcony,,
1 King Junior Suite Dining Oceanfront,junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,ocean front,
"Guest room, 2 Twin",room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
JUMEIRAH SEA VIEW ROOM WITH BEACH VW KING BED FLOORS 1 4 TWO PRIVATED FURNISHED Room Only,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Executive Executive Triple Room,room,executive,private bathroom,,triple,not club,,no balcony,,
King Diplomat Suite King Diplomatic Suite,suite,,private bathroom,,,not club,,no balcony,,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
Deluxe Pool Access Seaview,room,deluxe,private bathroom,,,not club,,no balcony,sea view,
Corner Grand Suite with Terrace,suite,grand,private bathroom,,,not club,,no balcony,,
Queen Room With Sea View (2 Twin Beds),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,sea view,
"One Bedroom Patio Apartment One Bedroom Apartment With Kitchen/ Patio, 1 King Bed",apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Comfort room with 1 double bed double (Main Building),room,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Taj Club Room Twin Bed,room,standard,private bathroom,twin/twin-or-double,double,club,,no balcony,,
Quad Room Breakfast,room,standard,private bathroom,,quadruple,not club,,no balcony,,
Pool Suite,suite,,private bathroom,,,not club,,no balcony,,
Annex Standard Swim-up Room (2 Twin Beds and 1 Twin Sofa Bed),room,standard,private bathroom,,double,not club,,no balcony,,
Accessible Rotunda Suite,suite,,private bathroom,,,not club,,no balcony,,
Superior Double Room non-smoking,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Single room - De Luxe - Sea View Single room - De Luxe - Sea View sea,room,deluxe,private bathroom,,single,not club,,no balcony,sea view,
Suite FARMSTAY SUITE,suite,,private bathroom,,,not club,,no balcony,,
"Premium Apartment, 1 Bedroom, Balcony, Sea View, High Floor (2 Adults) (2 Twin Beds and 1 Double Sofa Bed)",apartment,premium,private bathroom,twin/twin-or-double,double,not club,1 bedroom,balcony,sea view,
Two Bedroom Family Suite TWO BEDROOM FAMILY SUITE BEACH WING,suite,,private bathroom,,,not club,2 bedrooms,no balcony,,
Deluxe Triple,room,deluxe,private bathroom,,triple,not club,,no balcony,,
Park View Studio Suite,suite,,private bathroom,,,not club,,no balcony,park view,
Executive King Breakfast,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Bunk Pod - Shared Bath Bunkerpod - shared bath,capsule,standard,shared bathroom,,,not club,,no balcony,,
Standard Standard Twin Room with French Balcony City View NRF City,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,city view,
Standard economy room with 1 double bed double (Main Building),room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
One Bedroom Classic Suite suite classic one bedroom,suite,classic,private bathroom,,,not club,1 bedroom,no balcony,,
Junior JUNIOR.,room,standard,private bathroom,,,not club,,no balcony,,
Studio deluxe,studio,deluxe,private bathroom,,,not club,,no balcony,,
Palm Manor House Grand Suite,suite,grand,private bathroom,,,not club,,no balcony,,
"Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views,Room Only (1 Double)",suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Triple Deluxe ROOM,room,deluxe,private bathroom,,triple,not club,,no balcony,,
Deluxe Lagoon View Room Room Only,room,deluxe,private bathroom,,,not club,,no balcony,bay view,
Phang Nga Pool Room,room,standard,private bathroom,,,not club,,no balcony,,
Plus Standard Twin Room Twin room - Plus (1 Twin),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Deluxe King Studio - Black and White Basic rate without breakfast,studio,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Apartment, 1 Bedroom (Select 2 Adults + 1 Child) (2 Twin Beds and 1 Double Sofa Bed)",apartment,,private bathroom,twin/twin-or-double,double,not club,1 bedroom,no balcony,,
"Premium Room, Multiple Beds",room,premium,private bathroom,,,not club,,no balcony,,
Standard Queen Room non-smoking,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
"Traditional Room, 1 King Bed",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzy Tub, Fireplace, Sofabed, Garden Views,Room Only (1Double)",suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Executive Executive Room With Queen Bed,room,executive,private bathroom,single bed,single,not club,,no balcony,,
Triple room Breakfast,room,standard,private bathroom,,triple,not club,,no balcony,,
dormBED IN A HUT OVER VILLAGE SHOW BUNNY,dorm,,shared bathroom,,,not club,,no balcony,,
One Bedroom Over Water Villa Non- smoking,villa,,private bathroom,,,not club,1 bedroom,no balcony,,
Superior double Standard rate RO,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Guest Room -Twin Bed Room Only,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Suite premium room with 1 double bed (attic) double,suite,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,,attic floor
Junior JUNIOR.,room,standard,private bathroom,,,not club,,no balcony,,
With Balcony With Double Bunk Bed,room,standard,private bathroom,multiple,double,not club,,balcony,,
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
Two Bedroom Grand Suite with Sea or Marina View non-smoking,suite,grand,private bathroom,,,not club,2 bedrooms,no balcony,harbour view,
Grand Suite With Terrace,suite,grand,private bathroom,,,not club,,no balcony,,
King Diplomat Suite King Diplomat Suite,suite,,private bathroom,,,not club,,no balcony,,
PREMIUM SUITE PREMIUM SUITE - CLUB CHANGES,suite,premier,private bathroom,,,not club,,no balcony,,
